EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_GENDER	FR_SEXE	TOTAL
2024	Q4	Dec	2024	T4	déc.	Yukon	Yukon	Female	Femmes	20
2022	Q4	Oct	2022	T4	oct.	Saskatchewan	Saskatchewan	Female	Femmes	1160
2025	Q4	Oct	2025	T4	oct.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2021	Q4	Nov	2021	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	150
2018	Q4	Nov	2018	T4	nov.	Ontario	Ontario	Female	Femmes	5255
2024	Q2	Apr	2024	T2	avr.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	705
2015	Q1	Mar	2015	T1	mars	British Columbia	Colombie-Britannique	Male	Hommes	1220
2015	Q1	Jan	2015	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	25
2023	Q2	Apr	2023	T2	avr.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	305
2016	Q2	May	2016	T2	mai	Ontario	Ontario	Female	Femmes	5685
2017	Q3	Jul	2017	T3	juil.	Alberta	Alberta	Female	Femmes	1665
2025	Q3	Aug	2025	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	155
2021	Q2	Apr	2021	T2	avr.	Manitoba	Manitoba	Female	Femmes	425
2020	Q3	Aug	2020	T3	août	Quebec	Québec	Female	Femmes	1135
2015	Q1	Jan	2015	T1	janv.	Saskatchewan	Saskatchewan	Female	Femmes	305
2019	Q2	Jun	2019	T2	juin	Quebec	Québec	Female	Femmes	1935
2024	Q1	Feb	2024	T1	fév.	British Columbia	Colombie-Britannique	Female	Femmes	3015
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Male	Hommes	7645
2021	Q2	Apr	2021	T2	avr.	Saskatchewan	Saskatchewan	Female	Femmes	295
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Female	Femmes	5360
2024	Q4	Oct	2024	T4	oct.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	435
2018	Q3	Jul	2018	T3	juil.	Saskatchewan	Saskatchewan	Male	Hommes	675
2024	Q4	Nov	2024	T4	nov.	Alberta	Alberta	Male	Hommes	2345
2022	Q3	Sep	2022	T3	sept.	British Columbia	Colombie-Britannique	Female	Femmes	2970
2019	Q4	Dec	2019	T4	déc.	British Columbia	Colombie-Britannique	Male	Hommes	1685
2025	Q4	Dec	2025	T4	déc.	Yukon	Yukon	Female	Femmes	20
2025	Q1	Feb	2025	T1	fév.	Quebec	Québec	Male	Hommes	1530
2021	Q2	May	2021	T2	mai	Yukon	Yukon	Female	Femmes	30
2024	Q1	Jan	2024	T1	janv.	Saskatchewan	Saskatchewan	Female	Femmes	965
2025	Q4	Dec	2025	T4	déc.	Saskatchewan	Saskatchewan	Male	Hommes	400
2016	Q3	Jul	2016	T3	juil.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2024	Q1	Jan	2024	T1	janv.	Manitoba	Manitoba	Female	Femmes	1070
2015	Q2	May	2015	T2	mai	Nova Scotia	Nouvelle-Écosse	Female	Femmes	140
2023	Q1	Mar	2023	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	250
2024	Q1	Mar	2024	T1	mars	Nunavut	Nunavut	Male	Hommes	--
2017	Q1	Jan	2017	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	25
2023	Q3	Sep	2023	T3	sept.	Yukon	Yukon	Male	Hommes	10
2018	Q3	Sep	2018	T3	sept.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2022	Q2	Apr	2022	T2	avr.	Quebec	Québec	Another gender	Un autre genre	--
2019	Q4	Dec	2019	T4	déc.	Alberta	Alberta	Female	Femmes	1335
2024	Q2	May	2024	T2	mai	Ontario	Ontario	Female	Femmes	9190
2019	Q3	Sep	2019	T3	sept.	Yukon	Yukon	Female	Femmes	25
2015	Q2	May	2015	T2	mai	British Columbia	Colombie-Britannique	Female	Femmes	1520
2021	Q3	Sep	2021	T3	sept.	Quebec	Québec	Male	Hommes	2680
2015	Q3	Jul	2015	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	35
2020	Q4	Dec	2020	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	20
2019	Q4	Nov	2019	T4	nov.	Nunavut	Nunavut	Male	Hommes	--
2021	Q3	Aug	2021	T3	août	New Brunswick	Nouveau-Brunswick	Male	Hommes	305
2025	Q1	Jan	2025	T1	janv.	Ontario	Ontario	Female	Femmes	7545
2023	Q3	Sep	2023	T3	sept.	British Columbia	Colombie-Britannique	Male	Hommes	1640
2019	Q4	Dec	2019	T4	déc.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	225
2022	Q3	Sep	2022	T3	sept.	Yukon	Yukon	Female	Femmes	15
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Another gender	Un autre genre	--
2015	Q2	May	2015	T2	mai	Ontario	Ontario	Female	Femmes	4855
2016	Q1	Feb	2016	T1	fév.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	375
2019	Q1	Jan	2019	T1	janv.	Manitoba	Manitoba	Male	Hommes	415
2015	Q1	Mar	2015	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	50
2020	Q1	Jan	2020	T1	janv.	Yukon	Yukon	Female	Femmes	10
2022	Q3	Sep	2022	T3	sept.	Nunavut	Nunavut	Male	Hommes	--
2017	Q1	Feb	2017	T1	fév.	Manitoba	Manitoba	Female	Femmes	580
2024	Q1	Mar	2024	T1	mars	Saskatchewan	Saskatchewan	Male	Hommes	885
2023	Q1	Mar	2023	T1	mars	New Brunswick	Nouveau-Brunswick	Female	Femmes	415
2024	Q4	Nov	2024	T4	nov.	Alberta	Alberta	Female	Femmes	2695
2016	Q2	Apr	2016	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	120
2016	Q1	Mar	2016	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	70
2022	Q2	May	2022	T2	mai	Nova Scotia	Nouvelle-Écosse	Female	Femmes	520
2021	Q1	Feb	2021	T1	fév.	Yukon	Yukon	Male	Hommes	20
2024	Q2	Jun	2024	T2	juin	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2021	Q1	Feb	2021	T1	fév.	Manitoba	Manitoba	Male	Hommes	555
2023	Q3	Jul	2023	T3	juil.	Quebec	Québec	Male	Hommes	2955
2020	Q2	Jun	2020	T2	juin	Yukon	Yukon	Male	Hommes	5
2021	Q2	Apr	2021	T2	avr.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2016	Q2	Apr	2016	T2	avr.	Nunavut	Nunavut	Female	Femmes	--
2015	Q2	May	2015	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	60
2019	Q2	Jun	2019	T2	juin	New Brunswick	Nouveau-Brunswick	Female	Femmes	315
2024	Q2	Apr	2024	T2	avr.	Alberta	Alberta	Male	Hommes	2835
2021	Q3	Sep	2021	T3	sept.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	500
2024	Q1	Mar	2024	T1	mars	New Brunswick	Nouveau-Brunswick	Male	Hommes	480
2020	Q4	Dec	2020	T4	déc.	Manitoba	Manitoba	Male	Hommes	250
2019	Q4	Nov	2019	T4	nov.	Yukon	Yukon	Male	Hommes	20
2021	Q2	Apr	2021	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	45
2015	Q4	Dec	2015	T4	déc.	Yukon	Yukon	Male	Hommes	--
2018	Q2	Jun	2018	T2	juin	Quebec	Québec	Female	Femmes	2490
2020	Q1	Jan	2020	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	45
2021	Q3	Aug	2021	T3	août	Yukon	Yukon	Female	Femmes	25
2022	Q3	Aug	2022	T3	août	Yukon	Yukon	Female	Femmes	15
2021	Q2	Jun	2021	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	70
2019	Q4	Dec	2019	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	60
2016	Q2	Apr	2016	T2	avr.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2025	Q3	Sep	2025	T3	sept.	Quebec	Québec	Another gender	Un autre genre	--
2019	Q4	Dec	2019	T4	déc.	Manitoba	Manitoba	Female	Femmes	500
2025	Q1	Jan	2025	T1	janv.	Alberta	Alberta	Female	Femmes	2240
2017	Q4	Nov	2017	T4	nov.	British Columbia	Colombie-Britannique	Male	Hommes	1405
2024	Q2	Jun	2024	T2	juin	Ontario	Ontario	Female	Femmes	9250
2015	Q3	Sep	2015	T3	sept.	Alberta	Alberta	Female	Femmes	2755
2020	Q4	Nov	2020	T4	nov.	Manitoba	Manitoba	Female	Femmes	345
2021	Q4	Oct	2021	T4	oct.	Saskatchewan	Saskatchewan	Male	Hommes	570
2024	Q4	Nov	2024	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	205
2024	Q3	Sep	2024	T3	sept.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	15
2023	Q1	Jan	2023	T1	janv.	Ontario	Ontario	Male	Hommes	10575
2021	Q4	Nov	2021	T4	nov.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	695
2015	Q1	Feb	2015	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	35
2018	Q4	Dec	2018	T4	déc.	Nunavut	Nunavut	Male	Hommes	--
2019	Q1	Feb	2019	T1	fév.	Manitoba	Manitoba	Female	Femmes	490
2023	Q3	Aug	2023	T3	août	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2019	Q4	Nov	2019	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	5
2021	Q3	Sep	2021	T3	sept.	Quebec	Québec	Another gender	Un autre genre	--
2016	Q2	May	2016	T2	mai	British Columbia	Colombie-Britannique	Female	Femmes	2050
2019	Q3	Jul	2019	T3	juil.	Quebec	Québec	Female	Femmes	2300
2021	Q2	Apr	2021	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	30
2022	Q2	Jun	2022	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	130
2019	Q3	Sep	2019	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	145
2017	Q3	Aug	2017	T3	août	New Brunswick	Nouveau-Brunswick	Male	Hommes	205
2025	Q3	Aug	2025	T3	août	Manitoba	Manitoba	Female	Femmes	655
2019	Q3	Sep	2019	T3	sept.	Alberta	Alberta	Female	Femmes	2325
2015	Q2	Apr	2015	T2	avr.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	120
2024	Q3	Aug	2024	T3	août	Yukon	Yukon	Female	Femmes	45
2020	Q2	Apr	2020	T2	avr.	Alberta	Alberta	Male	Hommes	320
2024	Q3	Jul	2024	T3	juil.	Alberta	Alberta	Male	Hommes	3100
2019	Q3	Sep	2019	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	95
2022	Q1	Feb	2022	T1	fév.	Quebec	Québec	Female	Femmes	2290
2015	Q3	Aug	2015	T3	août	Saskatchewan	Saskatchewan	Female	Femmes	600
2015	Q3	Aug	2015	T3	août	Manitoba	Manitoba	Male	Hommes	605
2017	Q2	May	2017	T2	mai	Nova Scotia	Nouvelle-Écosse	Male	Hommes	220
2016	Q1	Jan	2016	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	55
2016	Q1	Mar	2016	T1	mars	Nova Scotia	Nouvelle-Écosse	Male	Hommes	235
2017	Q3	Jul	2017	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	65
2024	Q2	May	2024	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	250
2024	Q3	Jul	2024	T3	juil.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	655
2015	Q1	Feb	2015	T1	fév.	Manitoba	Manitoba	Female	Femmes	460
2018	Q1	Feb	2018	T1	fév.	Manitoba	Manitoba	Male	Hommes	555
2021	Q1	Feb	2021	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	65
2023	Q4	Nov	2023	T4	nov.	Manitoba	Manitoba	Male	Hommes	615
2015	Q1	Mar	2015	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2024	Q2	May	2024	T2	mai	Saskatchewan	Saskatchewan	Female	Femmes	1340
2015	Q4	Nov	2015	T4	nov.	Saskatchewan	Saskatchewan	Male	Hommes	410
2021	Q3	Jul	2021	T3	juil.	Manitoba	Manitoba	Male	Hommes	985
2015	Q4	Nov	2015	T4	nov.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	140
2023	Q2	May	2023	T2	mai	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2016	Q3	Sep	2016	T3	sept.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2019	Q1	Jan	2019	T1	janv.	Nunavut	Nunavut	Female	Femmes	--
2025	Q4	Nov	2025	T4	nov.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	235
2018	Q3	Sep	2018	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	125
2023	Q2	Apr	2023	T2	avr.	Saskatchewan	Saskatchewan	Male	Hommes	785
2023	Q3	Aug	2023	T3	août	New Brunswick	Nouveau-Brunswick	Female	Femmes	430
2023	Q2	May	2023	T2	mai	Yukon	Yukon	Female	Femmes	50
2015	Q3	Sep	2015	T3	sept.	Ontario	Ontario	Male	Hommes	4870
2016	Q4	Dec	2016	T4	déc.	Manitoba	Manitoba	Female	Femmes	505
2015	Q4	Nov	2015	T4	nov.	Yukon	Yukon	Male	Hommes	5
2022	Q3	Sep	2022	T3	sept.	Saskatchewan	Saskatchewan	Male	Hommes	1325
2017	Q2	May	2017	T2	mai	Nunavut	Nunavut	Female	Femmes	5
2018	Q2	Jun	2018	T2	juin	Ontario	Ontario	Another gender	Un autre genre	--
2015	Q1	Jan	2015	T1	janv.	Ontario	Ontario	Male	Hommes	2500
2022	Q4	Nov	2022	T4	nov.	Quebec	Québec	Female	Femmes	2980
2024	Q3	Aug	2024	T3	août	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	35
2015	Q2	Apr	2015	T2	avr.	Saskatchewan	Saskatchewan	Female	Femmes	515
2022	Q3	Sep	2022	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	185
2016	Q1	Jan	2016	T1	janv.	Alberta	Alberta	Female	Femmes	2340
2025	Q4	Dec	2025	T4	déc.	Manitoba	Manitoba	Male	Hommes	600
2023	Q4	Dec	2023	T4	déc.	Ontario	Ontario	Male	Hommes	7430
2017	Q3	Sep	2017	T3	sept.	Manitoba	Manitoba	Male	Hommes	615
2022	Q1	Mar	2022	T1	mars	Yukon	Yukon	Male	Hommes	40
2019	Q2	Jun	2019	T2	juin	Saskatchewan	Saskatchewan	Female	Femmes	735
2022	Q3	Sep	2022	T3	sept.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	630
2020	Q2	May	2020	T2	mai	Ontario	Ontario	Male	Hommes	2365
2020	Q2	May	2020	T2	mai	New Brunswick	Nouveau-Brunswick	Male	Hommes	95
2015	Q2	Jun	2015	T2	juin	Quebec	Québec	Male	Hommes	2530
2016	Q2	Jun	2016	T2	juin	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	10
2026	Q1	Jan	2026	T1	janv.	Alberta	Alberta	Female	Femmes	1545
2023	Q4	Oct	2023	T4	oct.	Yukon	Yukon	Female	Femmes	20
2017	Q3	Sep	2017	T3	sept.	Yukon	Yukon	Female	Femmes	5
2018	Q1	Mar	2018	T1	mars	New Brunswick	Nouveau-Brunswick	Male	Hommes	240
2020	Q3	Aug	2020	T3	août	British Columbia	Colombie-Britannique	Female	Femmes	690
2022	Q3	Jul	2022	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	10
2018	Q4	Nov	2018	T4	nov.	British Columbia	Colombie-Britannique	Female	Femmes	1580
2017	Q1	Feb	2017	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2023	Q1	Feb	2023	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	30
2018	Q3	Sep	2018	T3	sept.	Quebec	Québec	Male	Hommes	2505
2025	Q1	Mar	2025	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2022	Q4	Dec	2022	T4	déc.	Nunavut	Nunavut	Female	Femmes	--
2026	Q1	Jan	2026	T1	janv.	Nunavut	Nunavut	Male	Hommes	--
2024	Q3	Jul	2024	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Female	Femmes	195
2025	Q1	Feb	2025	T1	fév.	Nunavut	Nunavut	Male	Hommes	5
2017	Q2	May	2017	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	60
2017	Q4	Dec	2017	T4	déc.	British Columbia	Colombie-Britannique	Female	Femmes	1770
2021	Q2	Jun	2021	T2	juin	Saskatchewan	Saskatchewan	Female	Femmes	385
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Male	Hommes	2025
2023	Q3	Aug	2023	T3	août	British Columbia	Colombie-Britannique	Female	Femmes	2610
2023	Q3	Jul	2023	T3	juil.	New Brunswick	Nouveau-Brunswick	Male	Hommes	605
2022	Q3	Jul	2022	T3	juil.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	820
2026	Q1	Jan	2026	T1	janv.	Saskatchewan	Saskatchewan	Female	Femmes	420
2024	Q4	Oct	2024	T4	oct.	Alberta	Alberta	Male	Hommes	2600
2025	Q1	Feb	2025	T1	fév.	British Columbia	Colombie-Britannique	Male	Hommes	2510
2018	Q4	Oct	2018	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	55
2021	Q1	Mar	2021	T1	mars	Ontario	Ontario	Male	Hommes	5970
2019	Q3	Jul	2019	T3	juil.	Ontario	Ontario	Female	Femmes	8220
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	Female	Femmes	2200
2015	Q3	Jul	2015	T3	juil.	British Columbia	Colombie-Britannique	Female	Femmes	1955
2021	Q4	Nov	2021	T4	nov.	Alberta	Alberta	Female	Femmes	2340
2019	Q4	Oct	2019	T4	oct.	Manitoba	Manitoba	Male	Hommes	885
2022	Q3	Jul	2022	T3	juil.	British Columbia	Colombie-Britannique	Male	Hommes	2735
2024	Q1	Mar	2024	T1	mars	Alberta	Alberta	Female	Femmes	2265
2018	Q2	Jun	2018	T2	juin	Yukon	Yukon	Female	Femmes	5
2019	Q1	Feb	2019	T1	fév.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2016	Q2	Jun	2016	T2	juin	Saskatchewan	Saskatchewan	Female	Femmes	880
2019	Q1	Mar	2019	T1	mars	British Columbia	Colombie-Britannique	Male	Hommes	1730
2021	Q4	Dec	2021	T4	déc.	Manitoba	Manitoba	Male	Hommes	1035
2022	Q4	Nov	2022	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	205
2021	Q4	Oct	2021	T4	oct.	New Brunswick	Nouveau-Brunswick	Male	Hommes	340
2018	Q3	Jul	2018	T3	juil.	Alberta	Alberta	Male	Hommes	1810
2018	Q2	Apr	2018	T2	avr.	Quebec	Québec	Male	Hommes	2190
2025	Q2	Apr	2025	T2	avr.	Yukon	Yukon	Female	Femmes	25
2015	Q4	Dec	2015	T4	déc.	Saskatchewan	Saskatchewan	Male	Hommes	445
2023	Q3	Jul	2023	T3	juil.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	490
2019	Q4	Dec	2019	T4	déc.	Ontario	Ontario	Male	Hommes	4245
2024	Q3	Aug	2024	T3	août	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	30
2022	Q3	Aug	2022	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	145
2021	Q4	Nov	2021	T4	nov.	Manitoba	Manitoba	Female	Femmes	945
2022	Q4	Oct	2022	T4	oct.	New Brunswick	Nouveau-Brunswick	Female	Femmes	480
2016	Q2	Apr	2016	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	125
2023	Q2	Jun	2023	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2016	Q4	Oct	2016	T4	oct.	Ontario	Ontario	Male	Hommes	3715
2022	Q1	Mar	2022	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	115
2019	Q3	Jul	2019	T3	juil.	Alberta	Alberta	Male	Hommes	2055
2017	Q1	Jan	2017	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	30
2017	Q2	Jun	2017	T2	juin	Nunavut	Nunavut	Male	Hommes	--
2023	Q2	Apr	2023	T2	avr.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2018	Q3	Jul	2018	T3	juil.	Ontario	Ontario	Another gender	Un autre genre	--
2022	Q1	Mar	2022	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2019	Q4	Nov	2019	T4	nov.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2016	Q1	Jan	2016	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	70
2023	Q3	Sep	2023	T3	sept.	Manitoba	Manitoba	Male	Hommes	590
2022	Q3	Jul	2022	T3	juil.	British Columbia	Colombie-Britannique	Female	Femmes	2805
2022	Q4	Dec	2022	T4	déc.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	315
2021	Q4	Nov	2021	T4	nov.	Alberta	Alberta	Male	Hommes	2320
2025	Q2	Apr	2025	T2	avr.	Manitoba	Manitoba	Female	Femmes	660
2019	Q4	Nov	2019	T4	nov.	Manitoba	Manitoba	Female	Femmes	680
2022	Q3	Aug	2022	T3	août	Quebec	Québec	Male	Hommes	3030
2024	Q2	May	2024	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	185
2025	Q2	May	2025	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	175
2020	Q3	Sep	2020	T3	sept.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	5
2022	Q3	Aug	2022	T3	août	Nunavut	Nunavut	Female	Femmes	--
2022	Q4	Oct	2022	T4	oct.	Yukon	Yukon	Female	Femmes	--
2022	Q3	Sep	2022	T3	sept.	Quebec	Québec	Another gender	Un autre genre	--
2022	Q3	Sep	2022	T3	sept.	Yukon	Yukon	Male	Hommes	20
2018	Q3	Sep	2018	T3	sept.	Quebec	Québec	Female	Femmes	2640
2016	Q1	Jan	2016	T1	janv.	Saskatchewan	Saskatchewan	Female	Femmes	615
2020	Q1	Mar	2020	T1	mars	Ontario	Ontario	Male	Hommes	4265
2020	Q3	Aug	2020	T3	août	British Columbia	Colombie-Britannique	Male	Hommes	600
2025	Q4	Nov	2025	T4	nov.	Alberta	Alberta	Female	Femmes	2010
2021	Q2	Jun	2021	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	25
2022	Q3	Aug	2022	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	175
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Gender not stated	Sexe non déclaré	--
2015	Q1	Feb	2015	T1	fév.	Saskatchewan	Saskatchewan	Female	Femmes	335
2017	Q1	Jan	2017	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2023	Q4	Dec	2023	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Male	Hommes	20
2015	Q2	May	2015	T2	mai	Alberta	Alberta	Female	Femmes	1955
2025	Q1	Feb	2025	T1	fév.	British Columbia	Colombie-Britannique	Another gender	Un autre genre	--
2023	Q2	Jun	2023	T2	juin	Ontario	Ontario	Another gender	Un autre genre	--
2017	Q1	Jan	2017	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	20
2023	Q3	Jul	2023	T3	juil.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	450
2025	Q4	Nov	2025	T4	nov.	Alberta	Alberta	Male	Hommes	1940
2015	Q4	Nov	2015	T4	nov.	Quebec	Québec	Female	Femmes	1880
2021	Q2	Jun	2021	T2	juin	Quebec	Québec	Female	Femmes	1960
2022	Q4	Dec	2022	T4	déc.	New Brunswick	Nouveau-Brunswick	Female	Femmes	315
2023	Q3	Sep	2023	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	70
2022	Q1	Mar	2022	T1	mars	Nova Scotia	Nouvelle-Écosse	Male	Hommes	675
2019	Q1	Mar	2019	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Female	Femmes	45
2020	Q3	Sep	2020	T3	sept.	Alberta	Alberta	Another gender	Un autre genre	--
2017	Q3	Aug	2017	T3	août	New Brunswick	Nouveau-Brunswick	Female	Femmes	220
2025	Q4	Nov	2025	T4	nov.	Ontario	Ontario	Male	Hommes	4640
2021	Q3	Jul	2021	T3	juil.	Alberta	Alberta	Female	Femmes	1950
2019	Q4	Oct	2019	T4	oct.	New Brunswick	Nouveau-Brunswick	Male	Hommes	265
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	Male	Hommes	5190
2025	Q3	Aug	2025	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	70
2015	Q2	May	2015	T2	mai	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2018	Q2	Apr	2018	T2	avr.	Province/territory not stated	Province / territoire non déclaré(e)	Female	Femmes	--
2021	Q1	Jan	2021	T1	janv.	Manitoba	Manitoba	Female	Femmes	660
2017	Q2	Jun	2017	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	15
2025	Q4	Oct	2025	T4	oct.	Saskatchewan	Saskatchewan	Female	Femmes	495
2016	Q4	Nov	2016	T4	nov.	New Brunswick	Nouveau-Brunswick	Female	Femmes	90
2018	Q1	Mar	2018	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Male	Hommes	130
2025	Q2	Jun	2025	T2	juin	British Columbia	Colombie-Britannique	Male	Hommes	2240
2015	Q2	May	2015	T2	mai	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2016	Q3	Jul	2016	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Female	Femmes	10
2016	Q2	May	2016	T2	mai	New Brunswick	Nouveau-Brunswick	Male	Hommes	160
2025	Q1	Jan	2025	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Male	Hommes	350
2024	Q1	Jan	2024	T1	janv.	Quebec	Québec	Female	Femmes	1985
2018	Q2	Apr	2018	T2	avr.	Province/territory not stated	Province / territoire non déclaré(e)	Male	Hommes	--
2021	Q4	Oct	2021	T4	oct.	Nova Scotia	Nouvelle-Écosse	Female	Femmes	500
2025	Q3	Aug	2025	T3	août	Saskatchewan	Saskatchewan	Male	Hommes	435
2023	Q4	Dec	2023	T4	déc.	Nova Scotia	Nouvelle-Écosse	Male	Hommes	700
2025	Q1	Mar	2025	T1	mars	Manitoba	Manitoba	Female	Femmes	840
2017	Q1	Feb	2017	T1	fév.	British Columbia	Colombie-Britannique	Male	Hommes	1695
2019	Q4	Dec	2019	T4	déc.	Quebec	Québec	Female	Femmes	1615
